announced_date,region,number_of_facilities,total_number_of_quarantine_people,total_covid_confirmed_cases,new_positive_within_24hrs,deceased,new_deceased,ref
2020-05-15,Yangon,46,1919,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Mandalay,1182,6972,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Bago,506,3088,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Shan (North),339,2641,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Mon,36,338,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Magway,2745,11323,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Kayin,128,623,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Ayeyarwady,1677,7368,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Shan (East),39,678,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Shan (South),113,1045,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Sagaing,2076,10115,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Kayah,18,200,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Nay Pyi Taw,19,1177,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Tanintharyi,134,986,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Rakhine,519,3594,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Kachin,590,6726,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-15,Chin,35,398,,,,,http://mohs.gov.mm/su/xlkf9105XL
2020-05-16,Yangon,48,2054,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Mandalay,1200,7320,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Bago,529,3234,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Shan (North),339,2660,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Mon,36,332,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Magway,2745,11323,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Kayin,128,639,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Ayeyarwady,1689,7477,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Shan (East),39,658,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Shan (South),114,1045,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Sagaing,2076,10095,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Kayah,18,194,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Nay Pyi Taw,19,1139,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Tanintharyi,134,986,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Rakhine,574,3799,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Kachin,591,6757,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-16,Chin,34,408,,,,,http://mohs.gov.mm/su/fcqn2884FC
2020-05-17,Yangon,47,2218,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Mandalay,1205,7235,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Bago,508,3179,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Shan (North),342,2716,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Mon,36,360,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Magway,2830,11427,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Kayin,137,576,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Ayeyarwady,1645,7019,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Shan (East),41,632,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Shan (South),114,985,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Sagaing,2076,10141,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Kayah,18,186,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Nay Pyi Taw,19,1128,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Tanintharyi,189,1096,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Rakhine,615,3864,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Kachin,592,6691,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-17,Chin,34,412,,,,,http://mohs.gov.mm/su/ench2524EN
2020-05-18,Yangon,47,2207,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Mandalay,1207,7288,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Bago,521,3265,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Shan (North),342,2716,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Mon,36,361,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Magway,2845,12432,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Kayin,135,625,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Ayeyarwady,1629,7153,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Shan (East),41,620,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Shan (South),113,1095,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Sagaing,2105,10160,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Kayah,18,216,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Nay Pyi Taw,19,1209,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Tanintharyi,189,1114,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Rakhine,646,3914,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Kachin,593,6687,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-18,Chin,38,443,,,,,http://mohs.gov.mm/su/dhmi2045DH
2020-05-19,Yangon,50,2404,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Mandalay,1212,7542,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Bago,502,3321,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Shan (North),342,2716,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Mon,35,361,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Magway,2845,12432,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Kayin,142,635,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Ayeyarwady,1609,7091,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Shan (East),41,610,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Shan (South),113,1144,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Sagaing,2105,9980,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Kayah,18,202,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Nay Pyi Taw,19,1232,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Tanintharyi,189,1171,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Rakhine,680,4096,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Kachin,595,6500,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-19,Chin,38,446,,,,,http://mohs.gov.mm/su/nodc5732NO
2020-05-20,Yangon,48,2438,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Mandalay,1226,7560,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Bago,519,3480,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Shan (North),339,2745,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Mon,34,355,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Magway,2845,12432,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Kayin,142,647,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Ayeyarwady,1542,6461,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Shan (East),41,614,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Shan (South),113,1208,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Sagaing,2105,9892,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Kayah,18,198,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Nay Pyi Taw,19,1183,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Tanintharyi,189,1211,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Rakhine,707,4224,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Kachin,598,6582,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-20,Chin,38,421,,,,,http://mohs.gov.mm/su/nmue5632NM
2020-05-21,Yangon,53,2451,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Mandalay,1226,7488,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Bago,511,3500,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Shan (North),341,2797,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Mon,34,367,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Magway,2866,11662,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Kayin,163,686,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Ayeyarwady,1542,6461,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Shan (East),41,631,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Shan (South),113,1207,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Sagaing,2105,9661,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Kayah,18,186,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Nay Pyi Taw,19,1170,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Tanintharyi,189,1225,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Rakhine,719,4329,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Kachin,602,6660,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-21,Chin,38,392,,,,,http://mohs.gov.mm/su/yhdm9459YH
2020-05-22,Yangon,55,2533,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Mandalay,1226,7298,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Bago,514,3485,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Shan (North),343,2766,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Mon,32,367,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Magway,2871,11596,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Kayin,167,700,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Ayeyarwady,1543,5667,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Shan (East),41,625,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Shan (South),114,1202,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Sagaing,2105,9322,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Kayah,18,188,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Nay Pyi Taw,19,1148,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Tanintharyi,189,1302,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Rakhine,758,4512,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Kachin,610,6610,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-22,Chin,38,373,,,,,http://mohs.gov.mm/su/buue1448BU
2020-05-23,Yangon,57,2743,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Mandalay,622,6574,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Bago,507,3449,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Shan (North),351,2750,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Mon,44,376,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Magway,2871,11596,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Kayin,172,719,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Ayeyarwady,1226,4782,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Shan (East),41,630,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Shan (South),114,1197,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Sagaing,2105,9056,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Kayah,18,180,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Nay Pyi Taw,19,1117,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Tanintharyi,189,1346,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Rakhine,781,4758,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Kachin,1543,5667,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-23,Chin,32,385,,,,,http://mohs.gov.mm/su/tnkh7853TN
2020-05-24,Yangon,57,2748,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Mandalay,829,4478,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Bago,507,3449,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Shan (North),353,2623,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Mon,29,379,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Magway,2871,11596,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Kayin,172,719,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Ayeyarwady,1374,5094,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Shan (East),41,636,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Shan (South),114,1164,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Sagaing,2105,8720,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Kayah,18,161,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Nay Pyi Taw,19,1123,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Tanintharyi,189,1529,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Rakhine,783,4452,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Kachin,643,6365,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-24,Chin,44,380,,,,,http://mohs.gov.mm/su/mvpg5490MV
2020-05-25,Yangon,56,2627,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Mandalay,813,4348,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Shan (North),356,2557,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Bago,471,3256,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Mon,28,379,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Magway,2880,12709,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Kayin,173,1074,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Shan (East),11,639,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Ayeyarwady,1374,5094,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Shan (South),114,1067,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Sagaing,1983,8447,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Kayah,18,149,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Nay Pyi Taw,19,1100,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Rakhine,787,4356,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Tanintharyi,189,1491,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Kachin,651,6290,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-25,Chin,44,352,,,,,http://mohs.gov.mm/su/fqkd3001FQ
2020-05-26,Yangon,56,2632,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Mandalay,805,4245,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Bago,487,3636,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Shan (North),356,2506,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Mon,26,585,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Magway,2880,12709,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Kayin,179,1173,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Ayeyarwady,1352,4830,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Shan (East),11,423,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Shan (South),114,994,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Sagaing,1859,7348,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Kayah,18,147,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Nay Pyi Taw,19,1053,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Tanintharyi,189,1433,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Rakhine,787,4356,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Kachin,661,6111,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-26,Chin,44,340,,,,,http://mohs.gov.mm/su/sryh7300SR
2020-05-27,Yangon,56,2650,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Mandalay,806,4259,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Bago,487,3636,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Shan (North),356,2414,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Mon,27,665,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Magway,2880,12709,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Kayin,180,1287,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Ayeyarwady,1337,4586,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Shan (East),11,423,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Shan (South),114,1000,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Sagaing,1859,6817,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Kayah,18,158,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Nay Pyi Taw,19,998,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Tanintharyi,189,1449,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Rakhine,787,4356,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Kachin,670,5753,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-27,Chin,44,317,,,,,http://mohs.gov.mm/su/iiln3964II
2020-05-28,Yangon,56,2609,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Mandalay,794,4239,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Bago,473,4114,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Shan (North),356,2299,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Mon,29,826,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Magway,2863,12676,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Kayin,184,1417,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Ayeyarwady,1198,4022,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Shan (East),11,416,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Shan (South),114,1051,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Sagaing,1859,6612,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Kayah,18,162,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Nay Pyi Taw,19,1017,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Tanintharyi,189,1237,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Rakhine,801,4110,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Kachin,660,5729,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-28,Chin,47,310,,,,,http://mohs.gov.mm/su/yten9448YT
2020-05-29,Yangon,56,2688,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Mandalay,767,4247,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Bago,484,4191,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Shan (North),431,2376,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Mon,25,922,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Magway,2863,11676,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Kayin,187,1784,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Ayeyarwady,1160,3957,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Shan (East),11,413,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Shan (South),114,1106,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Sagaing,1859,5926,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Kayah,18,187,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Nay Pyi Taw,19,1066,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Tanintharyi,189,1233,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Rakhine,801,4110,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Kachin,664,5679,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-29,Chin,46,304,,,,,http://mohs.gov.mm/su/zhwi9675ZH
2020-05-30,Yangon,56,2688,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Mandalay,740,4261,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Bago,484,4191,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Shan (North),432,2339,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Mon,25,922,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Magway,2863,11676,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Kayin,194,2107,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Ayeyarwady,1015,3520,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Shan (East),11,473,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Shan (South),114,1212,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Sagaing,1856,5766,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Kayah,18,187,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Nay Pyi Taw,19,1045,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Tanintharyi,189,1274,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Rakhine,737,3774,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Kachin,669,5631,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-30,Chin,47,282,,,,,http://mohs.gov.mm/su/mxvu5186MX
2020-05-31,Yangon,60,2245,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Mandalay,729,4335,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Bago,503,4357,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Shan (North),437,2250,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Mon,26,1258,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Magway,2863,11676,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Kayin,217,1875,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Ayeyarwady,945,3147,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Shan (East),11,476,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Shan (South),113,1241,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Sagaing,1856,5501,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Kayah,18,194,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Nay Pyi Taw,19,1043,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Tanintharyi,189,1274,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Rakhine,737,3693,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Kachin,675,5426,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-05-31,Chin,48,286,,,,,http://mohs.gov.mm/su/kxag4650KX
2020-01-06,Yangon,68,2500,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Mandalay,676,4347,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Bago,516,4640,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Shan (North),436,2183,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Mon,23,1418,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Magway,2866,10861,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Kayin,269,1897,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Ayeyarwady,813,2996,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Shan (East),11,478,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Shan (South),133,1344,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Sagaing,1856,5240,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Kayah,18,197,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Nay Pyi Taw,19,1208,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Tanintharyi,189,1135,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Rakhine,720,3552,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Kachin,681,5288,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-01-06,Chin,45,295,,,,,http://mohs.gov.mm/su/uqgp8194UQ
2020-02-06,Yangon,68,2601,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Mandalay,626,4315,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Bago,540,5630,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Kayin,396,2503,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Shan (North),432,2108,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Tanintharyi,189,1015,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Shan (South),136,1380,,,,,http://mohs.gov.mm/su/dejj2306DE
2020-02-06,Mon,24,1734,,,,,http://mohs.gov.mm/su/dejj2306DE
